2.479699999999999989e+02	1.094100000000000072e+00	1.547800000000000065e+00
2.520100000000000193e+02	1.132100000000000106e+00	1.583599999999999897e+00
2.561200000000000045e+02	1.171799999999999953e+00	1.615099999999999980e+00
2.602999999999999545e+02	1.212699999999999889e+00	1.642099999999999893e+00
2.645400000000000205e+02	1.254299999999999971e+00	1.664299999999999891e+00
2.688600000000000136e+02	1.295800000000000063e+00	1.681599999999999984e+00
2.732400000000000091e+02	1.336600000000000010e+00	1.693799999999999972e+00
2.776999999999999886e+02	1.375899999999999901e+00	1.701100000000000056e+00
2.822200000000000273e+02	1.413000000000000034e+00	1.703699999999999992e+00
2.868299999999999841e+02	1.447000000000000064e+00	1.701899999999999968e+00
2.915000000000000000e+02	1.477400000000000047e+00	1.696199999999999930e+00
2.962600000000000477e+02	1.503400000000000070e+00	1.687200000000000033e+00
3.010900000000000318e+02	1.524699999999999944e+00	1.675699999999999967e+00
3.060000000000000000e+02	1.540699999999999958e+00	1.662400000000000100e+00
3.109900000000000091e+02	1.551399999999999890e+00	1.648300000000000098e+00
3.160600000000000023e+02	1.556699999999999973e+00	1.634200000000000097e+00
3.212099999999999795e+02	1.556699999999999973e+00	1.621099999999999985e+00
3.264500000000000455e+02	1.551700000000000079e+00	1.609799999999999898e+00
3.317699999999999818e+02	1.542200000000000015e+00	1.601199999999999957e+00
3.371800000000000068e+02	1.528799999999999937e+00	1.596000000000000085e+00
3.426800000000000068e+02	1.512299999999999978e+00	1.594899999999999984e+00
3.482700000000000387e+02	1.493700000000000028e+00	1.598300000000000054e+00
3.539499999999999886e+02	1.474099999999999966e+00	1.606500000000000039e+00
3.597199999999999704e+02	1.454900000000000082e+00	1.619299999999999962e+00
3.655900000000000318e+02	1.437300000000000022e+00	1.636500000000000066e+00
3.715500000000000114e+02	1.422600000000000087e+00	1.657100000000000017e+00
3.776100000000000136e+02	1.411999999999999922e+00	1.679699999999999971e+00
3.837699999999999818e+02	1.405999999999999917e+00	1.702499999999999902e+00
3.900199999999999818e+02	1.404700000000000060e+00	1.723200000000000065e+00
3.963799999999999955e+02	1.407100000000000017e+00	1.739400000000000057e+00
4.028499999999999659e+02	1.411200000000000010e+00	1.749000000000000110e+00
4.094200000000000159e+02	1.414099999999999913e+00	1.750599999999999934e+00
4.160900000000000318e+02	1.412199999999999900e+00	1.744099999999999984e+00
4.228799999999999955e+02	1.401999999999999913e+00	1.731100000000000083e+00
4.297699999999999818e+02	1.380800000000000027e+00	1.714299999999999935e+00
4.367800000000000296e+02	1.347199999999999953e+00	1.697300000000000031e+00
4.439000000000000341e+02	1.301099999999999923e+00	1.683999999999999941e+00
4.511399999999999864e+02	1.243900000000000006e+00	1.677699999999999969e+00
4.585000000000000000e+02	1.177699999999999969e+00	1.681200000000000028e+00
4.659800000000000182e+02	1.105399999999999938e+00	1.696199999999999930e+00
4.735799999999999841e+02	1.029900000000000038e+00	1.723300000000000054e+00
4.813000000000000114e+02	9.539600000000000302e-01	1.762499999999999956e+00
4.891499999999999773e+02	8.800900000000000389e-01	1.812899999999999956e+00
4.971200000000000045e+02	8.101500000000000368e-01	1.872999999999999998e+00
5.052299999999999613e+02	7.453499999999999570e-01	1.941000000000000059e+00
5.134700000000000273e+02	6.863099999999999756e-01	2.015400000000000080e+00
5.218399999999999181e+02	6.331599999999999451e-01	2.094500000000000028e+00
5.303500000000000227e+02	5.856799999999999784e-01	2.177000000000000046e+00
5.390000000000000000e+02	5.434799999999999631e-01	2.262000000000000011e+00
5.477899999999999636e+02	5.060599999999999543e-01	2.348599999999999799e+00
5.567200000000000273e+02	4.728999999999999870e-01	2.436399999999999899e+00
5.657999999999999545e+02	4.435100000000000153e-01	2.524900000000000144e+00
5.750300000000000864e+02	4.174300000000000233e-01	2.613999999999999879e+00
5.843999999999999773e+02	3.942700000000000093e-01	2.703399999999999803e+00
5.939299999999999500e+02	3.736599999999999921e-01	2.793000000000000149e+00
6.036200000000000045e+02	3.553000000000000047e-01	2.882800000000000029e+00
6.134600000000000364e+02	3.389300000000000090e-01	2.972799999999999887e+00
