# Wavelength [nm]	n	k
2.479699999999999989e+02	4.426499999999999879e-01	1.173699999999999966e+00
2.528900000000000148e+02	5.004899999999999904e-01	1.347199999999999953e+00
2.579099999999999682e+02	6.030400000000000205e-01	1.524399999999999977e+00
2.630299999999999727e+02	7.735300000000000509e-01	1.693699999999999983e+00
2.682500000000000000e+02	1.040100000000000025e+00	1.812100000000000044e+00
2.735799999999999841e+02	1.388800000000000034e+00	1.783199999999999896e+00
2.790099999999999909e+02	1.677400000000000002e+00	1.536699999999999955e+00
2.845500000000000114e+02	1.754899999999999904e+00	1.193100000000000049e+00
2.901999999999999886e+02	1.661899999999999933e+00	9.143000000000000016e-01
2.959599999999999795e+02	1.498699999999999921e+00	7.345000000000000417e-01
3.018399999999999750e+02	1.316200000000000037e+00	6.307300000000000129e-01
3.078299999999999841e+02	1.129999999999999893e+00	5.810100000000000264e-01
3.139399999999999977e+02	9.433200000000000474e-01	5.750600000000000156e-01
3.201700000000000159e+02	7.590999999999999970e-01	6.128200000000000314e-01
3.265299999999999727e+02	5.900199999999999889e-01	6.973300000000000054e-01
3.330099999999999909e+02	4.561299999999999799e-01	8.183500000000000218e-01
3.396200000000000045e+02	3.632900000000000018e-01	9.518699999999999939e-01
3.463700000000000045e+02	3.013299999999999867e-01	1.081700000000000106e+00
3.532400000000000091e+02	2.590299999999999825e-01	1.203000000000000069e+00
3.602500000000000000e+02	2.290800000000000058e-01	1.315900000000000070e+00
3.674100000000000250e+02	2.071399999999999908e-01	1.421699999999999964e+00
3.746999999999999886e+02	1.906200000000000117e-01	1.521900000000000031e+00
3.821399999999999864e+02	1.779100000000000126e-01	1.617599999999999927e+00
3.897300000000000182e+02	1.679599999999999982e-01	1.709699999999999998e+00
3.974599999999999795e+02	1.600699999999999901e-01	1.798999999999999932e+00
4.053499999999999659e+02	1.537699999999999900e-01	1.885999999999999899e+00
4.133999999999999773e+02	1.487100000000000088e-01	1.971400000000000041e+00
4.216099999999999568e+02	1.446300000000000086e-01	2.055400000000000116e+00
4.299799999999999613e+02	1.413600000000000134e-01	2.138399999999999856e+00
4.385200000000000387e+02	1.387400000000000022e-01	2.220699999999999896e+00
4.472200000000000273e+02	1.366700000000000137e-01	2.302500000000000213e+00
4.561000000000000227e+02	1.350699999999999956e-01	2.383999999999999897e+00
4.651500000000000341e+02	1.338600000000000068e-01	2.465399999999999814e+00
4.743899999999999864e+02	1.330000000000000071e-01	2.546899999999999942e+00
4.838100000000000023e+02	1.324400000000000022e-01	2.628499999999999837e+00
4.934100000000000250e+02	1.321400000000000075e-01	2.710399999999999920e+00
5.032100000000000364e+02	1.320800000000000030e-01	2.792699999999999960e+00
5.132000000000000455e+02	1.322399999999999964e-01	2.875399999999999956e+00
5.233899999999999864e+02	1.325900000000000134e-01	2.958800000000000097e+00
5.337800000000000864e+02	1.331100000000000061e-01	3.042800000000000171e+00
5.443700000000000045e+02	1.338100000000000123e-01	3.127600000000000158e+00
5.551800000000000637e+02	1.346499999999999919e-01	3.213200000000000056e+00
5.662000000000000455e+02	1.356499999999999928e-01	3.299599999999999866e+00
5.774399999999999409e+02	1.367800000000000127e-01	3.387100000000000222e+00
5.889100000000000819e+02	1.380399999999999960e-01	3.475499999999999812e+00
6.006000000000000227e+02	1.394299999999999984e-01	3.564999999999999947e+00
6.125199999999999818e+02	1.409400000000000097e-01	3.655600000000000183e+00
6.246800000000000637e+02	1.425700000000000023e-01	3.747399999999999842e+00
6.370900000000000318e+02	1.443200000000000038e-01	3.840399999999999814e+00
6.497300000000000182e+02	1.461899999999999866e-01	3.934699999999999864e+00
6.626300000000001091e+02	1.481699999999999962e-01	4.030300000000000438e+00
6.757899999999999636e+02	1.502699999999999869e-01	4.127299999999999969e+00
6.892000000000000455e+02	1.524899999999999867e-01	4.225799999999999557e+00
7.028899999999999864e+02	1.548200000000000132e-01	4.325700000000000323e+00
7.168400000000000318e+02	1.572699999999999931e-01	4.427200000000000024e+00
7.310700000000000500e+02	1.598400000000000098e-01	4.530300000000000438e+00
7.455899999999999181e+02	1.625300000000000078e-01	4.634900000000000020e+00
7.603899999999999864e+02	1.653499999999999970e-01	4.741299999999999848e+00
7.754900000000000091e+02	1.682899999999999952e-01	4.849400000000000155e+00
7.908799999999999955e+02	1.713600000000000123e-01	4.959299999999999820e+00
8.065799999999999272e+02	1.745700000000000029e-01	5.070999999999999730e+00
8.226000000000000227e+02	1.779100000000000126e-01	5.184499999999999886e+00
8.389299999999999500e+02	1.814000000000000057e-01	5.299999999999999822e+00
8.555800000000000409e+02	1.850300000000000000e-01	5.417500000000000426e+00
8.725699999999999363e+02	1.888100000000000056e-01	5.536900000000000155e+00
8.898899999999999864e+02	1.927399999999999947e-01	5.658500000000000085e+00
9.075600000000000591e+02	1.968399999999999872e-01	5.782099999999999795e+00
9.255700000000000500e+02	2.011000000000000010e-01	5.908000000000000362e+00
9.439499999999999318e+02	2.055400000000000005e-01	6.035999999999999588e+00
9.626900000000000546e+02	2.101500000000000035e-01	6.166400000000000325e+00
9.817999999999999545e+02	2.149500000000000022e-01	6.299000000000000377e+00
1.001300000000000068e+03	2.199399999999999966e-01	6.434099999999999930e+00
